step,entity,fallacy,label,category,subcategory,tuning,gpt_4o_mini_classification_response
"Since kookeries often require skill and effort to make and the ultimate kookery would be effortless and perfect, therefore, making kookeries is not worthwhile.",kookeries,Nirvana Fallacy,1,informal,insufficiency,test,Nirvana Fallacy
"Since the Mahicans didn't build a civilization as advanced as the ideal utopian society and utopian society is the perfect situation, therefore, the Mahican civilization was not good enough.",mahicans,Nirvana Fallacy,1,informal,insufficiency,test,Nirvana Fallacy
"Since people ought not to litter perritts and it is morally wrong to pollute the environment, therefore, no one has an inherent tendency to throw perritts away irresponsibly.",perritts,Moralistic Fallacy,1,informal,inappropriate presumption,test,Moralistic Fallacy
"Since imposing vigorishes is unjust and people ought not to participate in unjust actions, therefore, people do not naturally impose vigorishes.",vigorishes,Moralistic Fallacy,1,informal,inappropriate presumption,test,Moralistic Fallacy
"Since stranies ought not to exist, therefore, stranies do not exist.",stranies,Moralistic Fallacy,1,informal,inappropriate presumption,test,Moralistic Fallacy
"Since destroying ramparts is deemed historically and culturally inappropriate, and ramparts ought not to be destroyed, therefore, ramparts are not naturally subject to erosion and decay.",ramparts,Moralistic Fallacy,1,informal,inappropriate presumption,test,Willed Ignorance
"Since the Confederacy ought to have never existed due to its support of slavery, therefore, the Confederacy did not actually exist.",confederacy,Moralistic Fallacy,1,informal,inappropriate presumption,test,Moralistic Fallacy
"Since they say that kopanisti cheese has healing properties and I heard that it is used as a medicine in some cultures, therefore, kopanisti is a natural remedy for various illnesses.",kopanisti,Anonymous Authority,1,informal,insufficiency,test,Amazing Familiarity
"Since I heard that antiheroes are always the most beloved characters in a story and everyone seems to agree with this, therefore, antiheroes are definitely the most beloved characters in all stories.",antihero,Anonymous Authority,1,informal,insufficiency,test,Appeal to Common Belief
"Since I heard that chinois is the healthiest cuisine in the world and they say it can help you lose weight, therefore, eating chinois every day will make you healthier and slimmer.",chinois,Anonymous Authority,1,informal,insufficiency,test,Anonymous Authority
"Since they say that the Greek letter 'omega' signifies the end of all things and I heard that scholars claim 'omega' is the most powerful symbol in the Greek alphabet, therefore, 'omega' must be the most significant and impactful symbol in all of human history.",greek letter,Anonymous Authority,1,informal,insufficiency,test,deceptive sharing
"Since I heard that wearing docksiders without socks is a trend and everyone is doing it, therefore, we should all wear docksiders without socks.",docksider,Anonymous Authority,1,informal,insufficiency,test,Appeal to Popularity
"Since a recent survey showed that only 2% of people identified ""achieving nongoals"" as a priority in their life and this was the smallest percentage compared to other life aspects such as career, family, health, and personal growth, therefore, nongoals are insignificant and not worth pursuing for most people.",nongoals,Lying with Statistics,1,informal,inappropriate presumption,test,Lying with Statistics
"Since a recent study shows that Cecily spends 90% of her free time reading and the average person only spends 10% of their free time reading, therefore, Cecily is an extreme outlier and possibly antisocial.",cecily,Lying with Statistics,1,informal,inappropriate presumption,test,Ludic Fallacy
"Since the survey data shows 95% of people believe fake news stories are a major problem and this percentage is higher than those who are concerned about violent crime, therefore, fake news is a more pressing issue than violent crime.",relevancy,Lying with Statistics,1,informal,inappropriate presumption,test,Lying with Statistics
"Since a study showed that 80% of animals exhibiting thanatosis had a higher survival rate against predators and the same study represented this on a graph with a scale of 70% to 90% survival rate, making the 80% appear to be a very high number, therefore, thanatosis is an overwhelmingly successful survival tactic for all animals.",thanatosis,Lying with Statistics,1,informal,inappropriate presumption,test,Lying with Statistics
"Since a recent survey showed that 90% of Christers attend church regularly and this is a significant increase compared to the 85% from last year, therefore, there is a massive resurgence in religious devotion among Christers.",christers,Lying with Statistics,1,informal,inappropriate presumption,test,Lying with Statistics
"Since physical activity is beneficial for our health, promotes longevity, reduces the risk of many diseases, helps maintain a healthy weight, improves mental health, boosts mood, and improves sleep quality, but it can occasionally lead to injuries, therefore, physicality is harmful.",physicality,Overwhelming Exception,1,informal,insufficiency,test,Overwhelming Exception
"Since paragnathi are usually harmless, beneficial to ecosystems, and an integral part of the food chain and they only cause minor nuisances in limited circumstances, therefore, paragnathi are a major threat to our environment.",paragnathi,Overwhelming Exception,1,informal,insufficiency,test,Overextended Outrage
"Since macroblast can cause environmental damage, disrupt wildlife habitats, and result in earth vibration and although macroblast can also be used for constructive purposes like excavation, mining, and infrastructure development, creating job opportunities, and advancing technology, therefore, macroblast is entirely destructive.",macroblast,Overwhelming Exception,1,informal,insufficiency,test,Overextended Outrage
"Since insignment generally leads to better understanding of concepts and exceptions include complex topics that require more direct explanation, individuals with learning disabilities who need tailored instruction, and situations where insignment is not practically feasible, therefore, insignment is the best method for teaching all subjects to all students.",insignment,Overwhelming Exception,1,informal,insufficiency,test,Overextended Outrage
"Since the proctodeum forms a small part of the final segment of the gastrointestinal system and exceptions include its role in the development of the anus in embryonic development, its contribution to the formation of some glands, and its function in the excretion process, therefore, the proctodeum is insignificant in the human body.",proctodeum,Overwhelming Exception,1,informal,insufficiency,test,Overwhelming Exception
