step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_8b_response,o1_preview_response
"Since we allow camping in Kampas, and Kampas is a natural habitat with diverse wildlife, therefore, people will start to damage the environment, then all the wildlife will disappear, then Kampas will become a desert, ultimately leading to global warming and the end of the world.",kampas,Slippery Slope,1,informal,insufficiency,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,
"Since billers are using digital methods to collect payments, and digital methods can sometimes be vulnerable to cyber attacks, therefore, all billers using digital methods will eventually have their systems hacked, leading to a complete financial collapse, and ultimately the end of civilization as we know it.",billers,Slippery Slope,1,informal,insufficiency,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Affirming the Consequent,
"Since Vietnam is developing rapidly and becoming a major player in the global economy, therefore, the next thing you'll see is Vietnam dominating the world, imposing its culture and language on everyone, leading to global homogeneity and the loss of cultural diversity.",vietnams,Slippery Slope,1,informal,insufficiency,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,
"Since Scienceman starts to question the validity of some scientific theories and begins to explore alternative explanations, therefore, he will eventually reject all scientific knowledge, start believing in pseudoscience, fall into the trap of conspiracy theories, and ultimately, society will collapse due to the spread of misinformation.",scienceman,Slippery Slope,1,informal,insufficiency,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,
"Since we start cutting down miombos for firewood, then we will start cutting down all types of trees. Once we do that, our forests will be depleted, leading to an increase in carbon dioxide levels in the atmosphere, causing global warming. The next thing you know, our polar ice caps will melt, causing worldwide flooding. Therefore, if we cut down miombos for firewood, we will ultimately cause the end of the world.",miombos,Slippery Slope,1,informal,insufficiency,Slippery Slope,Slippery Slope,Slippery Slope,Slippery Slope,This reasoning step exhibits the Slippery Slope fallacy.,Slippery Slope,Slippery Slope,
"Since if a symbol is nsibiri, it originates from Southeastern Nigeria and this symbol originates from Southeastern Nigeria, therefore, this symbol is nsibiri.",nsibiri,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if a showrunner quits, the TV show's quality will decline and the TV show's quality has declined, therefore, the showrunner must have quit.",showrunner,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,
"Since if I voluntarily perceive something to be scary, then my heart rate increases and my heart rate has increased, therefore, I must be voluntarily perceiving something to be scary.",voluntary perception,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,(1) Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,
"Since if proboscis worms are present, the soil is healthy and the soil is healthy, therefore, proboscis worms must be present.",proboscis worms,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,(1) Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if I cycle, I am fit and I am fit, therefore, I must cycle.",cyclens,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if dzomos are present, the climate is cold and the climate is cold, therefore, dzomos are present.",dzomos,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if it rains in Iboland, the ground will be wet and the ground is wet, therefore, it must have rained in Iboland.",iboland,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if we are in a rainforest, we will see diverse fauna and we see diverse fauna, therefore, we must be in a rainforest.",fauna,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if a dam has a bellmouth spillway, the water level will rise and the water level has risen, therefore, the dam must have a bellmouth spillway.",bellmouth,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,The type of fallacy in the given reasoning step is Affirming the Consequent.,Affirming the Consequent,Affirming the Consequent,
"Since if I practice sporgery, I will become creative and I have become creative, therefore, I must have practiced sporgery.",sporgery,Affirming the Consequent,1,formal,propositional,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,Affirming the Consequent,
"Since if a matrix is symplectic, then it preserves a symplectic form and this matrix does not preserve a symplectic form, therefore, this matrix is not symplectic.",symplectic matrix,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Consequent,Denying the Antecedent,(2) Denying the Antecedent,The type of fallacy in the given reasoning step is Denying the Antecedent.,Denying the Consequent,Affirming the Consequent,
"Since if Erica studies, she will pass the test and Erica did not study, therefore, Erica did not pass the test.",ericas,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,(2) Denying the Antecedent,The reasoning step you provided belongs to the fallacy of Denying the Antecedent.,Denying the Antecedent,Denying the Antecedent,
"Since if an animal is a mosasaurid, then it is a marine creature and this animal is not a mosasaurid, therefore, this animal is not a marine creature.",mosasaurids,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,The type of fallacy in the given reasoning step is Denying the Antecedent.,Denying the Antecedent,Denying the Antecedent,
"Since if a shop sells fulleries, then it is a boutique and this shop doesn't sell fulleries, therefore, this shop is not a boutique.",fulleries,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,
"Since if a location has shellheaps, it is an archaeological site and this location does not have shellheaps, therefore, this location is not an archaeological site.",shellheaps,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,The type of fallacy in the given reasoning step is Denying the Antecedent.,Denying the Antecedent,Denying the Antecedent,
"Since if it is a karree, then it is green and it is not a karree, therefore, it is not green.",karree,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,
"Since if you are a hiker, then you love nature and you are not a hiker, therefore, you do not love nature.",hikers,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,(2) Denying the Antecedent,The reasoning step you provided belongs to the fallacy of Denying the Antecedent.,Denying the Antecedent,Denying the Antecedent,
"Since if the metwand is used, the measurement is accurate and the metwand is not used, therefore, the measurement is not accurate.",metwand,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,(2) Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,
"Since if you have a pinna, then you can hear and you do not have a pinna, therefore, you cannot hear.",pinna,Denying the Antecedent,1,formal,propositional,Denying the Antecedent,Denying the Antecedent,Denying the Antecedent,(2) Denying the Antecedent,The type of fallacy in the given reasoning step is Denying the Antecedent.,Denying the Antecedent,Denying the Antecedent,
