index,step,category,subcategory,set_number,q90,q180,adrian_response,adrian_comment
3027,"Since yaupon has been proven to have incredible health benefits and big pharmaceutical companies are hiding this information to keep their profits high, therefore, yaupon indeed has amazing health benefits.",informal,inappropriate presumption,3,0,0,,
3660,"Since the Yadavs are traditionally associated with farming and dairy industries and it doesn't feel right to me that they could be successful in technological or corporate fields, therefore, the Yadavs cannot excel in the tech industry or corporate world.",informal,irrelevance,2,0,0,,
2311,"Since the chiclet keyboard is designed with a modern and sleek look and it provides a certain tactile experience that some users find enjoyable, therefore, the chiclet keyboard may be a suitable choice for those who value these characteristics.",informal,irrelevance,2,0,0,,
1488,"Since all eaglets are birds and no sparrows are eaglets, therefore, no sparrows are birds.",formal,syllogistic,1,0,1,No,venn diagram
497,"Since we have already invested a significant amount of resources into the production of indium trihydride and it has been discovered that its production could have potential harmful effects on the environment, therefore, we should re-evaluate our options and consider if the potential environmental impact outweighs the benefits of continuing production, rather than continuing production just to avoid wasting the initial investment.",informal,insufficiency,1,0,0,,
4471,"Since I deeply care about the environment and I promote ecotourism, therefore, I believe that ecotourism should be promoted as a means to support conservation.",informal,irrelevance,2,0,0,,
533,"Since Bullists are peaceful creatures that do not instigate harm and Bullists are known to aggressively defend their territory when provoked, therefore, Bullists are generally peaceful but can be aggressive when defending their territory.",informal,inconsistency,4,0,1,Yes,
132,"Since I started using this new pomade and my hair has been growing faster, it might be perceived that the pomade is causing my hair to grow faster. ",informal,insufficiency,2,0,0,,
4566,"Since kissing crust is not illegal, therefore, it is moral to kiss the crust.",informal,insufficiency,1,0,0,,
3194,"Since the concept of illegalism has been associated with a range of criminal activities and the public is demanding a definitive answer to rising crime rates for their peace of mind, therefore, we should rigorously investigate all practitioners of illegalism to determine if they have engaged in criminal activities.",informal,irrelevance,1,0,0,,
120,"Since I started wearing this falseface at night and I noticed my skin improving, therefore, the falseface is improving my skin.",informal,insufficiency,1,0,0,,
3653,"Since Dzungarian hamsters are nocturnal and active at night and these hamsters are quiet during the day, therefore, you should consider your lifestyle and sleeping habits before getting a Dzungarian hamster.",informal,inconsistency,2,0,1,Yes,depends
907,"Since the spahbed tripped on a stray stone and his army was defeated in the battle later that day, therefore, the spahbed's trip caused the defeat due to bad luck.",informal,insufficiency,1,0,0,,
871,"Since the deltoid muscle is crucial for arm rotation and some believe that focusing on more compound movements that incorporate the deltoid is the best approach, therefore, it is beneficial to incorporate more full-body workouts that naturally engage the deltoid. Alternatively, if the aim is to specifically strengthen the deltoid, then it makes sense to spend time directly focusing on deltoid strengthening.",informal,irrelevance,3,0,0,,
803,"Since John used monochamol without asking my permission, and I believe that if I used his monochamol, he wouldn't ask for my permission either, therefore, it is justified for me to use John's monochamol without asking.",informal,irrelevance,3,0,0,,
4262,"Since the media frequently covers news about facklers causing disruptions and chaos and these stories are widely disseminated, therefore, all facklers are disruptive and chaotic.",informal,insufficiency,3,0,0,,
4454,"Since the botanist who discovered the Collinsia plant species has conducted extensive research and his studies showed that Collinsia plants can cure all diseases, therefore, Collinsia plants may indeed be able to cure all diseases, pending further research and verification.",informal,irrelevance,1,0,0,,
3557,"Since a user on GLeads, a popular online platform, was caught selling counterfeit items and this user is part of the GLeads community, therefore, we should express our concern towards the platform's security measures and call for stricter regulations to prevent fraudulent activities.",informal,irrelevance,1,0,0,,
1758,"Since Jojoba ester is a type of ester that comes from jojoba and jojoba is a plant that produces oil rich in esters, therefore, jojoba ester is an ester derived from the oil of the jojoba plant.",informal,inappropriate presumption,1,0,0,,
